meal_description,carb,fat,energy,protein,country,serving_type
I’m snacking on 15 grams of graham crackers.,11.65,1.59,64.5,1.0,USA,metric
I ate a 372g cola soft drink along with 101g of thick crust meat and vegetable pizza and 118g of thick crust pizza with beans and vegetables for lunch.,102.75,21.22,683.3299999999999,22.21,USA,metric
"For a snack, I'm having a 126-gram raw banana, a 24-gram Quaker Chewy 90 Calorie Granola Bar, a 68-gram Clif Bar, and 16 grams of peanut butter.",95.85,14.6,540.86,15.97,USA,metric
"For a snack, I have 14 grams of taffy, 21 grams of hard candy, a 50-gram popsicle, and 240 grams of bottled unsweetened water.",41.7,1.2800000000000002,178.66,0.11,USA,metric
I’m enjoying 28 grams of flavored reduced-fat tortilla chips along with 119 grams of medium cheese pizza for lunch.,61.8,13.11,431.62,16.59,USA,metric
"For lunch, I have 47 grams of freshly squeezed lemon juice, a 720-gram sugar-free energy drink, some soft frozen breadsticks that weigh 40 grams, and a raw pear that weighs 180 grams.",54.24,4.6,267.34000000000003,7.050000000000001,USA,metric
"For dinner, I'm having 115 grams of Ritz butter crackers with 425 grams of ready-to-heat pasta in tomato-based sauce with meat.",150.14,48.83,1164.5,32.04,USA,metric
"For lunch, I'm having a 40g plain reduced-fat frozen waffle.",18.48,2.77,115.6,3.77,USA,metric
"For a snack, I'm having 21 grams of hard candy, 370 grams of reduced sodium noodle soup, and 28 grams of plain potato chips.",75.57,10.96,427.8,7.93,USA,metric
I have 270 grams of diet cola and 146 grams of dry roasted unsalted peanuts for my snack.,31.36,72.5,859.72,35.87,USA,metric
I'm having a 225-gram cocktail as a snack.,17.55,0.43,200.25,0.0,USA,metric
"For dinner, I have a 270-gram double cheeseburger, a 145-gram order of french fries, and a 744-gram caffeine-free fruit drink.",167.07,72.57,1562.7,58.53,USA,metric
"I have a lunch of 30 grams of plain tortilla chips, alongside a 372-gram caffeine-free fruit soda and a chicken and beans burrito that weighs 153 grams.",85.59,21.92,617.8199999999999,21.58,USA,metric
"For my snack, I’m enjoying a caffeine-free fruit-flavored soft drink weighing 372 grams along with a 166-gram burrito packed with meat and beans.",65.69,19.26,507.36,18.55,USA,metric
"I'm enjoying a snack of a 25g chocolate chip muffin, 170g of yogurt, and a 125g apple.",43.010000000000005,7.55,271.6,10.66,USA,metric
"For brunch, I'm having a 372-gram fruit-flavored caffeine-free soft drink with a 112-gram peanut butter and jelly sandwich on wheat bread.",86.1,18.81,550.88,14.26,USA,metric
I grabbed a raw orange weighing 154g and a 372g cola for my snack.,56.64,1.11,228.62,1.45,USA,metric
"For breakfast, I'm having a sugar-free Monster energy drink that weighs 480 grams along with a fast food burrito filled with egg, potato, and breakfast meat that weighs 259 grams.",52.57,36.1,650.78,28.88,USA,metric
I’m snacking on 116 grams of Pan Dulce with a sugar topping and a 507-gram bottle of unsweetened water.,65.37,14.87,433.84,10.13,USA,metric
"For breakfast today, I’m eating a 105-gram bagel with fruit and 170 grams of yogurt that’s nonfat and fruity.",76.31,1.6,396.25,18.68,USA,metric
"For breakfast, I'm having a whole wheat bagel with raisins that weighs 105 grams.",54.53,1.47,267.75,9.99,USA,metric
"I have a 360-gram diet cola, a 200-gram raw apple, and a 180-gram tuna salad sandwich for lunch.",60.95,21.51,503.6,18.75,USA,metric
"For dinner, I'm eating a 200g apple and a 112g peanut butter and jelly sandwich with regular peanut butter and jelly on white bread.",78.27,18.85,510.56,13.41,USA,metric
"I’m enjoying a snack with graham crackers weighing 15 grams, a raw banana of 126 grams, and a raw apple that weighs 200 grams.",68.05,2.35,280.64,2.89,USA,metric
"For lunch, I'm having a 372-gram fruit-flavored caffeine-free soft drink and a 36-gram oatmeal sandwich cookie with cream filling.",57.74,6.65,292.08000000000004,1.13,USA,metric
I’ve got 40 grams of zucchini bread as my snack.,16.95,5.18,120.8,1.97,USA,metric
I’ve got a 28-gram croissant and 75 grams of pork sausage to eat for lunch.,13.88,26.32,357.43,16.2,USA,metric
I'm snacking on 160 grams of fresh cooked carrots that have some fat added to them.,15.47,4.61,104.0,1.52,USA,metric
I’m eating 134 grams of smoked ham for lunch.,1.41,6.63,186.26,29.0,USA,metric
I’ve got a serving of 250 grams of pasta in cream sauce and a 372-gram cola-flavored soft drink for dinner.,79.42,24.43,571.24,10.15,USA,metric
"I'm snacking on some low-fat yogurt with fruit, weighing 64 grams, and a 21-gram granola bar.",22.77,5.04,155.87,5.1,USA,metric
"This morning, I’m enjoying 248 grams of reduced sugar chocolate milk and a Milk 'n Cereal bar that weighs 40 grams.",47.870000000000005,6.97,306.56,11.1,USA,metric
"For breakfast, I'm having a bottle of unsweetened water (1014.0g) and an egg omelet cooked with oil (55.0g).",0.37,8.46,105.05,6.44,USA,metric
"For my snack, I've got 28 grams of toasted sourdough bread, along with 16 grams of almond butter and 14 grams of butter.",18.98,20.98,282.34000000000003,6.78,USA,metric
"This morning, I drank 600 grams of bottled water and enjoyed 244 grams of whole milk with 240 grams of fruit-flavored instant oatmeal.",59.61,10.67,386.4,13.62,USA,metric
I'm enjoying a 147-gram cheese pizza from school lunch and a 372-gram cola for lunch.,82.19999999999999,13.56,523.74,20.09,USA,metric
"For my snack, I have a 15g cookie made with butter or sugar, and it's got some fruit and nuts in it.",9.79,3.11,69.6,0.99,USA,metric
I'm enjoying a snack that includes 28.35 grams of part-skim mozzarella and a 42-gram Nature Valley Crunchy Granola Bar.,28.31,14.1,282.3,10.96,USA,metric
"I’m having 360 grams of bottled water, 240 grams of herbal tea, 245 grams of canned cabbage with meat soup, and 158 grams of white rice for dinner.",54.33,3.67,318.92,15.96,USA,metric
I had a 360g diet cola alongside a 101g slice of extra meat pizza for breakfast.,27.93,12.63,283.94,14.39,USA,metric
"I had a quick breakfast of 55 grams of hash browns from fast food, a burrito with egg and breakfast meat weighing 110 grams, a 126-gram raw banana, and I put 9 grams of hot pepper sauce on the side.",70.0,27.050000000000004,567.52,15.12,USA,metric
I'm snacking on 30 grams of chocolate chip cookies and 45 grams of cheese crackers.,46.35,17.65,367.65,6.45,USA,metric
I'm drinking 507 grams of bottled water alongside 163 grams of instant oatmeal this morning.,32.97,2.04,166.26,3.98,USA,metric
"Lunch today is a 165-gram apple, some 90 grams of applesauce, and 494 grams of noodle soup.",83.83,13.67,477.98,8.23,USA,metric
I have a snack that includes 240 grams of bottled water and 372 grams of a sparkling citrus fruit drink.,25.59,1.15,115.32,1.71,USA,metric
"At dinner, I'll have a mix of 507 grams of tap water and 372 grams of a ready-to-drink nutritional shake.",62.79,9.41,390.6,14.14,USA,metric
I’m drinking 507 grams of tap water and snacking on 85 grams of kettle corn popcorn for lunch.,49.52,23.0,438.6,8.4,USA,metric
I'm enjoying a snack of 248 grams of chocolate milk and a 200 gram apple.,52.82,5.1,282.56,9.0,USA,metric
"For breakfast, I'm having 28 grams of Kellogg's Apple Jacks with 244 grams of low-fat milk and 124 grams of 100% apple juice.",51.370000000000005,3.43,266.96,9.8,USA,metric
"For my snack, it's a combination of 1014 grams of bottled water and 28 grams of potato sticks.",14.78,9.54,144.76,1.86,USA,metric
"I grabbed a fruit-flavored drink, 209 grams, and paired it with 28 grams of sour cream and onion potato chips for a quick snack.",49.16,8.7,270.12,1.82,USA,metric
"For breakfast, I'm having a 145.0g turkey burger on a white bun, with 14.7g creamy dressing, along with 480.0g beer and 60.0g ground turkey.",47.9,23.89,729.51,47.72,USA,metric
"For dinner, I'm having a cheeseburger on a wheat bun with a medium patty weighing 165 grams, topped with 17 grams of ketchup and 5 grams of mustard.",33.37,26.99,503.67,31.11,USA,metric
"I’ve got a snack of 620g of cola, 9g of sweet and sour sauce, and a 64g chicken egg roll.",84.92,9.11,436.18,6.329999999999999,USA,metric
I’ve got a rice cereal granola bar weighing 28 grams and 45 grams of reduced-fat cheese crackers for lunch.,53.23,7.77,304.86,5.45,USA,metric
"For my snack, there's 2 grams of sugar-free chewing gum and 28 grams of flavored corn chips.",17.849999999999998,9.3,155.44000000000003,1.72,USA,metric
"I started my day with a 109-gram tangerine, 60 grams of espresso coffee, and a 126-gram banana.",44.32,0.87,175.31,2.3200000000000003,USA,metric
"For a snack, I have a bottle of unsweetened water (507.0g), some raw hot chili pepper (15.0g), a little bit of regular cream cheese (15.0g), and a croissant (57.0g).",28.09,17.2,289.02,5.8,USA,metric
"For a snack, I have 507 grams of bottled water, a 50-gram fried chicken drumstick from a fast food restaurant, and a 70-gram biscuit.",32.99,18.83,365.0,15.85,USA,metric
"For breakfast, I'm having 170 grams of yogurt with fruit, a raw banana weighing 126 grams, and a glass of tap water that's about 240 grams.",53.36,2.75,263.44,9.29,USA,metric
"I have a 507-gram bottle of water, a 992-gram Monster energy drink, and a 75-gram iced doughnut for lunch.",150.32,17.39,789.49,7.85,USA,metric
I'm having a lunch that consists of a 113-gram croissant sandwich with ham and cheese and a 372-gram citrus fruit juice drink.,52.08,20.44,448.67,14.86,USA,metric
"I’ve got a Danish pastry with fruit weighing 53 grams, paired with 21 grams of American cheese for lunch.",27.19,14.64,261.1,6.24,USA,metric
"For lunch, I'm having a hot dog sandwich on a wheat bun weighing about 102.0g with some ketchup (17.0g) and a glass of chocolate milk (248.0g).",61.06,18.44,492.39,20.87,USA,metric
I have a meal of 240 grams of tap water alongside 60 grams of chicken without specifying the part or cooking method.,0.0,3.82,98.4,16.07,USA,metric
"For infant feeding, there's 126 grams of raw banana and 244 grams of soy milk.",40.78,4.01,217.06,7.71,USA,metric
"For a snack, I had a 9g SNICKERS Bar, a 6g 3 MUSKETEERS Bar, and a 200g raw apple.",37.83,3.25,174.35,1.36,USA,metric
I’ve got 17 grams of chicken tenders and a 126-gram banana for lunch.,32.67,2.61,158.04,4.03,USA,metric
"I’m starting my day with 170 grams of nonfat yogurt with fruit, a cup of brewed coffee that weighs 480 grams, and 240 grams of tap water.",25.53,0.39,145.9,9.23,USA,metric
I grabbed a 30-gram chocolate chip cookie and a 30-gram chocolate fudge cookie for my snack.,41.42,11.68,277.5,3.51,USA,metric
"For dinner, I ate a chicken and turkey frankfurter on a white bun, totaling 102 grams, and snacked on 28 grams of sour cream and onion potato chips.",40.5,20.84,395.44,13.55,USA,metric
"I’ve got a Long Island iced tea, which is 225 grams, as my snack.",19.48,0.34,240.75,0.02,USA,metric
I'm enjoying a 270-gram double cheeseburger from a fast food restaurant with two medium patties for brunch.,31.54,51.06,812.7,53.19,USA,metric
"I started my day with a 126-gram banana, a 50-gram boiled egg, and 240 grams of hot herbal tea, sweetened with 1 gram of sucralose.",30.53,5.18,189.4,7.65,USA,metric
"For dinner, I’m having 480 grams of brewed coffee with 30 grams of half and half and a gram of sucralose. I also have a medium cheeseburger weighing 165 grams from fast food.",32.92,30.3,537.51,31.09,USA,metric
"I’m having dinner that consists of 160 grams of ready-to-heat roasted potatoes and 165 grams of grilled chicken thigh with sauce, and I’m not eating the skin.",44.73,20.9,513.5,35.660000000000004,USA,metric
"For a snack, I have 1 gram of plain salted hard pretzels, a 65-gram brownie cookie with icing, and a 30-gram chocolate chip cookie.",61.72,18.47,412.0899999999999,3.54,USA,metric
"For my breakfast, I made 160 grams of hash brown potatoes and a 238-gram egg burrito, and I’m sipping on 360 grams of iced coffee.",75.28999999999999,49.5,862.92,28.46,USA,metric
"I’ve got some cheese ruffle potato chips weighing 57 grams, along with a large fruit-flavored soft drink that's 620 grams, and a chocolate snack cake at 42 grams for lunch.",136.75,24.39,748.97,5.23,USA,metric
I’ve got 40 grams of zucchini bread and 41 grams of fruit bread for breakfast.,36.31,12.4,270.04,4.41,USA,metric
"For breakfast, I'm having 15 grams of light cream cheese spread on a 58 gram whole wheat English muffin with raisins.",29.03,3.3600000000000003,163.55,5.94,USA,metric
Lunch today consists of 248 grams of chocolate milk and 142 grams of thin crust cheese pizza.,69.63,13.98,509.46,26.64,USA,metric
I’m enjoying a snack of 360 grams of unsweetened carbonated water paired with 28.35 grams of cheddar cheese.,0.69,9.64,115.67,6.61,USA,metric
"For a snack, I'm having a raw banana that weighs 126.0 grams and a raw apple that weighs 165.0 grams. I'm also chewing on some regular gum that weighs 4.0 grams.",55.44,0.71,212.34,1.8,USA,metric
"I enjoyed a lunch that included a 360g serving of diet cola, a 35g pork sausage on a 52g white hamburger bun, and 5g of mustard.",27.86,11.849999999999998,269.08000000000004,12.18,USA,metric
"For dinner, I'm having 260 grams of baked beans.",56.08,2.31,273.0,11.75,USA,metric
"For breakfast, I'm having a 165g cheeseburger on a white bun with a medium patty, a side of 5g mustard, and a 744g fruit-flavored caffeine-free soft drink.",106.42,27.07,790.7,30.15,USA,metric
"For a snack, I'm having 992 grams of Powerade sports drink and 496 grams of an energy drink.",128.51,0.5,530.72,2.28,USA,metric
"For lunch, I had a 200.0g Quarter Pounder with cheese from McDonald's, some 180.0g french fries, and a 744.0g caffeine-free fruit-flavored soft drink, along with 57.0g of honey mustard dressing.",202.77,78.73,1661.6799999999998,37.46,USA,metric
"For dinner, I'm having 507 grams of bottled unsweetened water, 120 grams of sautéed chicken breast without the skin, and 372 grams of caffeine-free fruit-flavored soft drink.",37.72,6.61,360.0,35.73,USA,metric
"For dinner, I had a medium cheeseburger on a white bun (165.0g), a side of restaurant-style french fries (60.0g), some ketchup (17.0g), and a diet cola (360.0g).",58.74,35.3,687.82,32.24,USA,metric
"I'm enjoying a dinner that includes a 372g cola, 78g taco with meat, and a 169g soft taco with beans, plus 16g of taco sauce.",90.19,19.6,597.92,17.73,USA,metric
I have a 360-gram bottle of water and a 152-gram meat turnover in tomato sauce for lunch.,46.63,15.55,383.04,14.17,USA,metric
"This morning, I'm drinking a 320g ready-to-drink Special K Protein shake.",29.44,5.12,204.8,10.24,USA,metric
"For my snack, I'm drinking 600 grams of brewed coffee, adding in 15 grams of half-and-half and 15 grams of liquid coffee creamer.",2.35,3.34,46.05,1.34,USA,metric
"For dinner, I'm having a Big Mac from McDonald's (205.0g) with a side of fast food french fries (180.0g) and a diet fruit-flavored soft drink (360.0g).",118.73,55.41,1096.65,31.01,USA,metric
I’m snacking on 56 grams of pineapple along with 150 grams of grapes.,34.5,0.31,131.5,1.38,USA,metric
"For my snack, I have a 50g freezer pop, a soft drink that's 372g of cola, and 600g of unsweetened bottled water.",48.16,1.05,195.74,0.0,USA,metric
"For breakfast, I'm having 5 grams of margarine on 25 grams of toasted wheat bread, along with 124 grams of 100% grape juice and a 65-gram powdered sugar doughnut.",64.63999999999999,19.36,456.45,6.58,USA,metric
"This morning, I enjoyed 27 grams of Froot Loops cereal along with 248 grams of chocolate milk.",57.14,0.92,267.41,9.84,USA,metric
"For my snack, I have a 16g TWIX Caramel Cookie Bar and I'm drinking 360g of sweetened carbonated water.",42.05,3.98,202.72,0.79,USA,metric
"For lunch, I'm having a Whopper Jr with cheese (155.0g), some fast food french fries (110.0g), and a fruit-flavored caffeine-free soft drink (372.0g).",112.58,35.120000000000005,856.25,22.67,USA,metric
I’ve got an 88-gram corn dog to go with my 212 grams of Easy Mac for dinner.,66.33,14.52,453.2,14.45,USA,metric
I have a snack that includes 28 grams of animal cookies and 14 grams of fruit leather.,32.55,4.26,175.98,2.01,USA,metric
I'm snacking on a 60-gram plain cake doughnut and a 65-gram doughnut with powdered sugar.,61.47,29.92,540.55,6.37,USA,metric
I’m enjoying a snack of 60 grams of raw carrots paired with 245 grams of unsweetened applesauce.,33.36,0.38,127.5,0.98,USA,metric
"For a snack, I have a 50g chocolate cookie bar, 28g of cheese-flavored potato chips, and a 75g vanilla ice cream sandwich.",75.25,29.91,580.36,7.58,USA,metric
"For lunch, I have a 372g Gatorade and a 166g hot dog sandwich topped with chili on a white bun.",56.59,20.78,478.52,15.12,USA,metric
I grabbed a 165-gram raw apple and a 180-gram raw pear for my snack.,50.2,0.53,188.4,1.08,USA,metric
"I’ve got a dinner that includes 744 grams of iced black tea, 110 grams of french fries, and both a fried chicken thigh and drumstick, each weighing about 110 grams and 85 grams respectively.",129.14,53.86,1140.9399999999998,36.68,USA,metric
"For breakfast, I'm having a 186.0g Capri Sun fruit juice drink, along with a 102.0g cheese sandwich made with cheddar cheese on white bread, and 15.0g of regular cream cheese on the side.",49.98,21.73,458.58,16.36,USA,metric
"For dinner, I have 35 grams of raw lettuce, 135 grams of sautéed chicken breast without the skin, and a taco with meat that weighs 115 grams.",23.13,23.99,526.55,52.43,USA,metric
I’m eating a 126-gram banana along with a 40-gram plain waffle for breakfast.,48.14,4.22,235.74,4.34,USA,metric
"For dinner, I'm having a soft taco with meat and sour cream that weighs 135 grams, a burrito with meat, beans, and sour cream that weighs 248 grams, and a taco with meat and sour cream that weighs 133 grams.",115.16,53.22,1111.51,45.55,USA,metric
I grabbed a 99-gram soft taco with meat from a fast food place for dinner.,20.03,9.65,203.94,9.16,USA,metric
"For lunch today, it's 41 grams of meat pizza topping.",2.32,10.05,131.61,7.87,USA,metric
"For dinner, I'm having 275 grams of potato salad from the restaurant, 108 grams of cooked corn, and 150 grams of baked sweet potato that was made with butter.",92.15,41.5,763.04,10.09,USA,metric
"I’ve got a sweet roll, no frosting, weighing 153 grams, along with a 242-gram raw apple for lunch.",115.4,11.69,616.97,15.99,USA,metric
"For lunch, I had 240 grams of brewed iced coffee with 15 grams of half and half and 15 grams of flavored coffee creamer.",5.9,3.79,59.7,0.7899999999999999,USA,metric
"For a snack, I'm having a raw clementine that weighs about 85 grams and a soft serve vanilla ice cream cone that weighs 125 grams.",50.64,6.4,281.3,6.83,USA,metric
"I started my day with a bottle of iced decaffeinated black tea weighing 620 grams and some plantain chips, about 38 grams.",78.51,11.24,437.38,0.87,USA,metric
"I'm enjoying a pig in a blanket, 85 grams of hot dog wrapped in dough, paired with a 360-gram diet cola for a snack.",17.46,18.67,282.6,10.46,USA,metric
"This morning, I'm enjoying a 140-gram fried chicken fillet sandwich from fast food, with a side of 16 grams of buffalo sauce, plus a fruit-flavored, caffeine-free soft drink that weighs 524 grams.",91.72,19.05,604.76,17.49,USA,metric
I'm snacking on a 524-gram fruit-flavored soft drink along with 28.35 grams of hard candy and a peanut butter cookie that weighs 30 grams.,112.45,7.21,510.36,2.68,USA,metric
"For breakfast, I had an 18g cookie and 360g of coffee.",12.98,3.67,90.54,1.24,USA,metric
"Lunch today consists of 240 grams of bottled water, a medium extra meat pizza that weighs 109 grams, and an 88-gram slice of pepperoni pizza from a restaurant.",57.16,24.0,546.82,25.43,USA,metric
"For dinner, I'm having a hot dog sandwich with meatless chili on a white bun that weighs about 166 grams.",32.77,20.97,380.14,15.34,USA,metric
"I made a breakfast of scrambled eggs with cheese and meat, weighing 80 grams, and I'm eating it in a 33-gram flour tortilla.",17.28,12.62,242.58,14.05,USA,metric
"For dinner, I'm having 75 grams of Polish sausage and a 135-gram rotisserie chicken drumstick, without the skin.",3.77,31.39,484.95,46.75,USA,metric
"For my lunch, I have a bottle of water at 507 grams, a banana that weighs 126 grams, an orange weighing 154 grams, a noodle soup of 494 grams, and a meat and cheese turnover in tomato sauce that’s 152 grams.",138.81,29.39,898.54,24.65,USA,metric
"This morning, I'm enjoying a 142-gram turnover filled with meat and cheese, plus a 372-gram soft drink cola.",81.92,13.91,498.46,13.01,USA,metric
"For lunch, I'm having a 360.0g diet cola and two types of pizza: one with 124.0g of pepperoni and another with 138.0g of different meats, both with medium crusts.",82.96,31.92,743.28,30.83,USA,metric
"For lunch, I'm having 250 grams of ready-to-heat pasta with cream sauce and poultry.",40.55,21.7,420.0,15.72,USA,metric
I'm starting my day with a breakfast of 507 grams of bottled water and 70 grams of grilled chicken thigh without the skin.,0.0,6.94,134.4,16.85,USA,metric
"Tonight, I’m eating 532 grams of ready-to-serve reduced sodium chicken or turkey rice soup.",19.21,3.19,122.36,4.26,USA,metric
Lunch today is 248 grams of ready-to-drink low-fat chocolate milk along with 86 grams of cheese pizza.,49.78,13.4,387.48,18.7,USA,metric
I’m enjoying a snack that includes 28 grams of sour cream and onion flavored potato chips and a handful of Skittles at 20 grams.,33.82,9.57,217.36,1.86,USA,metric
"This morning, I had 496 grams of orange juice, along with a hash brown that weighs 55 grams and a 126-gram English muffin sandwich with egg, cheese, and ham.",100.42,22.14,679.92,21.98,USA,metric
"For lunch, I'm enjoying a 200-gram Quarter Pounder with cheese from McDonald's, paired with 300 grams of candy or cookie blended soft serve, a 744-gram caffeine-free fruit soft drink, and some fast food french fries weighing 145 grams.",253.51,68.49,1816.0,47.760000000000005,USA,metric
"For my snack, I’m eating 28 grams of bologna, a 60-gram yeast doughnut, and 38 grams of a no-bake marshmallow rice cereal cookie.",61.120000000000005,23.700000000000003,489.74,7.87,USA,metric
"For breakfast, I had a 55.0-gram egg omelet cooked with oil, a cup of 360.0 grams of hot black tea, and 70.0 grams of wheat paratha.",33.19,17.700000000000003,336.85,10.89,USA,metric
"For my dinner, I ate a 140-gram McDouble and drank 600 grams of unsweetened bottled water.",25.16,22.65,394.8,22.74,USA,metric
I'm snacking on a soft taco with meat that weighs 131 grams and a breakfast tart that weighs 108 grams.,104.28,23.9,706.62,18.33,USA,metric
I had a 40g cereal or granola bar made with fruit and nuts for breakfast.,17.72,12.76,194.8,5.48,USA,metric
"I grabbed an energy drink for my snack, and it’s 248 grams.",25.37,0.0,106.64,1.14,USA,metric
"For my snack, I have 75 grams of white cake with icing and a nice serving of 218 grams of watermelon.",58.61,13.76,358.65,3.5700000000000003,USA,metric
I'm enjoying a 116-gram cheese sandwich with American cheese and mayonnaise on white bread for lunch.,33.32,22.32,386.28,12.55,USA,metric
"I snacked on a chocolate chip cookie, which was 10.5 grams, paired with 330 grams of water and 57 grams of Cheetos.",37.370000000000005,23.130000000000003,370.86,3.87,USA,metric
"For dinner, I'm having a 28g white soft roll with a 54g breakfast tart on the side. I also have a 372g cola soft drink, along with 5g of mustard and 17g of ketchup. To top it off, there's a 102g plain frankfurter on a white bun.",120.57,25.64,776.6400000000001,16.71,USA,metric
Dinner tonight consists of a 99-gram soft taco with meat from fast food and 200 grams of lo mein with pork.,52.39,17.23,479.94,28.12,USA,metric
"I’ve got a 372-gram fruit-flavored soft drink that’s caffeine-free, and I’m also having a 358-gram taco salad with meat and sour cream for lunch.",91.17,37.98,793.2,24.75,USA,metric
"I'm sitting down to dinner with 600 grams of bottled water, an 85-gram fried chicken drumstick, and a 110-gram fried chicken thigh.",24.49,37.510000000000005,567.1,32.91,USA,metric
"For a snack, I'm having a raw tangerine (109.0g), a grilled cheese sandwich with cheddar cheese on white bread (116.0g), and a Clif Bar (68.0g).",89.64,31.23,718.77,26.4,USA,metric
Lunch today includes a 92-gram chicken fillet sandwich and 125 grams of vanilla ice cream with some added flavors.,65.56,22.12,533.42,18.04,USA,metric
"At lunch, I’m enjoying 124 grams of apple juice along with 248 grams of low-fat chocolate milk.",39.18,2.91,215.76,8.7,USA,metric
I’ve got a dinner plate with 240 grams of tap water and 60 grams of baked french fries.,15.33,3.29,94.8,1.65,USA,metric
"For my snack, I poured myself 248 grams of Powerade and grabbed 507 grams of bottled water.",19.44,0.12,79.36,0.0,USA,metric
I’m having a 30-gram chocolate chip cookie and a 102-gram beef hot dog sandwich on a white bun for lunch.,42.1,27.0,460.86,13.15,USA,metric
"For breakfast, I'm having a 92-gram peanut butter sandwich made with reduced fat peanut butter on white bread.",40.93,13.04,328.44,13.95,USA,metric
"For breakfast, I'm having a 114.0g sausage and cheese sandwich on an English muffin, along with a 507.0g bottle of unsweetened water.",28.82,23.56,385.32,15.14,USA,metric
"For my snack, I’m eating 150 grams of raw avocado along with a 154-gram orange.",30.9,22.17,312.38,4.45,USA,metric
"For lunch, I've got a fish sandwich weighing 90 grams, paired with 248 grams of reduced sugar strawberry milk and 248 grams of reduced sugar chocolate milk.",63.16,9.45,466.96,29.87,USA,metric
"I’m enjoying a dinner that includes 180 grams of Capri Sun Roarin' Waters flavored water, along with 17 grams of barbecue sauce and 134 grams of boiled pot roast.",15.03,17.78,397.98,41.41,USA,metric
I'm enjoying 248 grams of strawberry milk and 147 grams of medium crust cheese pizza for lunch.,72.97,20.0,578.3,27.63,USA,metric
"For dinner, I'm having 744 grams of pre-sweetened iced black tea, along with 145 grams of fast food French fries and a 165-gram double cheeseburger from McDonald's.",148.81,48.21,1148.34,31.77,USA,metric
I'm having a 21-gram piece of Monterey cheese for a snack.,0.14,6.36,78.33,5.14,USA,metric
"For breakfast, I had a 117.0g sausage on a biscuit along with a large 744.0g pepper soft drink.",112.17,30.43,746.55,11.31,USA,metric
"For dinner, I had a 60.0g chicken drumstick with the skin, along with some 97.0g thin crust frozen pizza with meat other than pepperoni and a slice of 97.0g thin crust pepperoni pizza.",52.93000000000001,30.950000000000003,648.37,39.24,USA,metric
"For lunch, I'm having a grilled cheese sandwich made with reduced fat American cheese on whole wheat bread, weighing 116.0 grams.",31.76,18.77,351.48,14.31,USA,metric
"For a quick snack, I've got 26 grams of lean spareribs and a 200-gram apple.",27.62,2.74,157.56,8.01,USA,metric
"I’m enjoying 248 grams of reduced fat chocolate milk, along with 28 grams of potato chips and a breaded chicken patty that weighs 75 grams for lunch.",55.37,28.09,540.09,20.380000000000003,USA,metric
"For my meal, I'm eating 56 grams of pineapple and 70 grams of cantaloupe.",13.06,0.2,51.8,0.8699999999999999,USA,metric
"For lunch, I'm having 28 grams of flavored reduced-fat tortilla chips, a raw orange weighing 154 grams, a 248-gram carton of low-fat chocolate milk, and a 142-gram slice of thin-crust pepperoni pizza from school.",109.77,16.75,706.8599999999999,31.22,USA,metric
I'm having a 75-gram vanilla ice cream sandwich with 240 grams of unsweetened bottled water for dinner.,26.91,8.85,198.0,3.21,USA,metric
I’ve got a snack of a 200g apple alongside 140g of vanilla ice cream.,70.33,16.8,442.8,5.66,USA,metric
"For a snack, I'm having 7 grams of peanut butter-filled sandwich crackers, 240 grams of unsweetened bottled water, 14 grams of chocolate-covered peanuts, and a 7-gram Reese's Peanut Butter Cup.",14.93,8.55,143.29,3.35,USA,metric
Dinner tonight includes a raw banana (126 grams) and a meat- and cheese-filled turnover (142 grams).,72.16,13.4,454.36,14.38,USA,metric
"I started my day with 507 grams of bottled water, 372 grams of cola, and a 180-gram fruit muffin.",133.94,29.86,831.24,8.08,USA,metric
"For breakfast, I put 20 grams of jelly on a 40-gram fruit waffle from the freezer and mixed in 30 grams of flavored creamer with my 360 grams of brewed coffee.",43.14,7.74,250.50000000000003,3.5,USA,metric
"For a snack, I'm having 507 grams of bottled unsweetened water with a 3-gram chocolate sandwich cookie.",2.13,0.57,13.92,0.16,USA,metric
"For dinner, I'm having 88 grams of pepperoni pizza from a restaurant.",28.14,10.48,248.16,10.33,USA,metric
My snack consists of 75 grams of vanilla ice cream and 75 grams of fudge cake with icing.,57.33,23.29,447.0,5.23,USA,metric
"I'm enjoying 100% apple juice, 124 grams, paired with 28 grams of cheese-flavored corn snacks for lunch.",29.0,10.24,213.84,1.7599999999999998,USA,metric
"For breakfast, I had 360 grams of beer and a 108-gram Breakfast Tart.",90.36,9.74,570.6,5.99,USA,metric
"This morning, I'm enjoying 360 grams of brewed coffee along with a 126-gram raw banana.",28.78,0.49,115.74,1.8,USA,metric
"For breakfast, I'm having a 360-gram frozen meal of 70 grams of pancakes and sausage with 20 grams of pancake syrup on top. I’ll also drink 360 grams of bottled water.",33.3,9.63,242.0,6.2,USA,metric
"I'm having 279 grams of iced black tea, 70 grams of french fries, and 110 grams of a McDonald's cheeseburger for dinner.",79.17,24.56,601.89,17.24,USA,metric
"I have a lunch of 245 grams of fruit cocktail, paired with 244 grams of low-fat milk and some fried chicken breast weighing 105 grams.",43.06,8.26,407.32,40.400000000000006,USA,metric
"For a snack, I’m eating 56 grams of fresh pineapple.",7.35,0.07,28.0,0.3,USA,metric
"For a snack, I'm having 507 grams of bottled unsweetened water and 44 grams of white bread.",22.04,1.5,118.8,3.8,USA,metric
